Time;Angle1;Angle2;AngularVel1;AngularVel2
2.261580228805542;;;;
2.275575876235962;;;;
2.293576955795288;1.7843408665724712;1.7851351706940206;;
2.3105766773223877;1.7746737511742967;1.6740837813418612;-0.5686631620855608;-6.5325416757639285
2.3285772800445557;1.7339667674231216;1.4798818478556988;-2.2614233745097843;-10.788635052036359
2.3495850563049316;1.6479481119622155;1.331807110389155;-4.094610224079313;-7.04856790320242
2.367574691772461;1.589430288147204;1.266528911091642;-3.2528632345349204;-3.628656034489298
2.3845744132995605;1.5264913838742389;1.2012255712042723;-3.702349133933335;-3.8414358601856087
2.4005749225616455;1.3719767923787658;1.0630975918597223;-9.656854601597782;-8.63272393909737
2.4175760746002197;1.2923344484022916;0.9695306129027567;-4.684526307145083;-5.503566978559443
2.434577703475952;1.138799439007239;0.7234839635789172;-9.030605862371438;-14.471945666043712
2.4515743255615234;1.0726226656895541;0.5442474801421662;-3.893525018354284;-10.5454179385978
2.469576835632324;1.0203740109475443;0.32191365992447335;-2.902298320430029;-12.350156691666445
2.4875755310058594;0.924399373371205;-0.18220744287564164;-5.33231079167316;-28.00875798705735
2.506577968597412;0.8446759022682852;-0.38589443490677877;-4.195433913087015;-10.718992816041839
2.5255768299102783;0.5672959435383891;-0.55766928544972;-14.59982017669931;-9.041323462191585
2.546577215194702;0.1525495975131487;-0.39948215231004985;-19.749463660214914;7.532582426332864
2.5635764598846436;-0.09671226790403772;-0.19595255940844283;-14.663114153811595;11.972860948465385
2.5825769901275635;-0.603436660828605;0.2691206302336004;-26.66896062615861;24.47685320862776
2.598576307296753;-0.8268277689188099;0.42934337640258907;-13.962540133925115;10.014349017190325
2.614574432373047;-1.0179536248054037;0.5191510967579078;-11.946765947579976;5.613640343917302
2.6305766105651855;-1.3067492177865774;0.5007996176414967;-18.047267660289467;-1.1468113213129052
2.647575855255127;-1.4012565455480084;0.39305801918193284;-5.559501582876313;-6.338022684226404
2.663574695587158;-1.4633236144399349;0.23904701337532824;-3.879472987030323;-9.626385576100752
2.679575204849243;-1.5121900479691912;-0.17221834611758777;-3.0540548884310175;-25.70326686210272
2.6945767402648926;-1.516611162400775;-0.3969651230369725;-0.294710795201118;-14.981584930628616
2.710576295852661;-1.5210333149234168;-0.5988733633496606;-0.2763922096700268;-12.619615539011859
2.725574493408203;-1.5210333149234168;-0.7948608967921518;0.0;-13.067405781041453
2.74157452583313;-1.516611162400775;-1.1574961817305576;0.27638397255698177;-22.664659377405343
2.756575107574463;-1.507770144028021;-1.3333412346716005;0.5893783671331427;-11.722548896654768
2.7745745182037354;-1.4989346557565193;-1.4999699748170858;0.49087653220891786;-9.257455345482082
2.791574716567993;-1.4633236144399349;-1.8549421771072552;2.0947426937943927;-20.880474138259654
2.807574987411499;-1.4364179275030367;-2.0424913477964317;1.6815769682935466;-11.721624747702219
2.823575496673584;-1.4094273253709246;-2.237366489195533;1.6868589424256226;-12.179308683685488
2.843576192855835;-1.332681192028143;-2.66072813294436;3.8371730985488277;-21.167345370933973
2.858574867248535;-1.2874110900977715;-2.894104280706291;3.018273531719857;-15.559784928427698
2.87457537651062;-1.1452792425350027;2.8774445707538714;8.88295773807441;-31.976260713888987
2.8895745277404785;-1.0516247717871916;2.6009960994966965;6.243984697039103;-18.430940992638067
2.9055745601654053;-0.9342438342745403;2.299557117754724;7.3362937271165345;-18.839898178728383
2.9225757122039795;-0.6318428110689258;1.5653171471310998;17.787090105393528;-43.187659810211315
2.938575267791748;-0.4280527637005808;1.0848220277374847;12.737231746870503;-30.03177911772419
2.9535748958587646;-0.15498414163350546;0.43532312900292996;18.205026207785714;-43.30100025365088
2.9685747623443604;0.1884054672685589;-0.3947164921380753;22.892844361769466;-55.33646729043143
2.9845755100250244;0.6666595605611928;-1.5225118183445694;29.88948409395738;-70.48391417167129
3.000575065612793;0.8320259505390132;-1.9135239709279745;10.335686455206341;-24.438938346658123
3.0165748596191406;0.9693125160434414;-2.251290165577987;8.580520814828116;-21.110658956984643
3.0315749645233154;1.1446921110248036;;11.691891230210722;
3.047574520111084;1.2454486656107107;-3.097623663298924;6.297459578373169;
3.0635757446289062;1.3009348164835977;2.9436508582999363;3.467619044472888;377.5507627475666
3.0795745849609375;1.3436353789509405;2.7209628651880053;2.668978599770895;-13.919008408758712
3.0955746173858643;1.403691324999025;2.3105227944300823;3.753489021342369;-25.652452436189474
3.111574411392212;1.4266336696144242;2.127206425440307;1.4339149995491896;-11.457420571605326
3.1265761852264404;1.4399618856393634;1.9474632838195305;0.888442671661214;-11.981459233218747
3.1435770988464355;1.453997475062977;1.6221741764451227;0.8255785387384095;-19.133625088938082
3.1595754623413086;1.453997475062977;1.45949539511514;0.0;-10.168463879578436
3.175574779510498;1.453997475062977;1.2956499400719033;0.0;-10.240777985123055
3.190575122833252;1.4362402199742386;1.147464739560575;-1.1837899111150698;-9.878787259925392
3.2065751552581787;1.4273994279686972;0.7817655898581325;-0.5525483805750351;-22.856150537089714
3.2225754261016846;1.4222043557009452;0.5720851390740916;-0.3246865205322837;-13.104806339521765
3.2375752925872803;1.4133668133880695;0.3517360678198949;-0.5891747317459358;-14.69006883933246
3.2535746097564697;1.3860929805006483;-0.11956378359565793;-1.704687306277263;-29.45749786891871
3.2685751914978027;1.3447649572989784;-0.3228931736147662;-2.7550946966139054;-13.554766976726574
3.2845747470855713;1.2695964193666591;-0.4694580391045243;-4.698164115869855;-9.16055853462611
3.3005754947662354;;;;
3.316575527191162;0.8414244326071052;-0.5292632216563835;;
3.332576274871826;0.6292415257210204;-0.3962034098885286;-13.260812002085064;8.315849635492325
3.3495755195617676;;;;
3.365574836730957;-0.10987661984187946;0.27941640108876825;;
3.382575511932373;-0.3446266044763229;0.45841920379783546;-13.808274192244475;10.52915843566953
3.399576425552368;-0.723286335755216;0.5783511011657333;-22.27290484162826;7.054438370114622
3.4165749549865723;-0.8580467541716411;0.5093953787044134;-7.927769218980964;-4.056569877307654
3.4315760135650635;-0.9600770651330276;0.3758823050580815;-6.801540733110621;-8.90024346933525
3.447577714920044;-1.0597065985849734;-0.07259581026541363;-6.226183781447496;-28.02690197588946
3.4635746479034424;-1.085434775438786;-0.3254677731768992;-1.6083193497474355;-15.807527803855603
3.4785749912261963;-1.119089265088463;-0.5417005057420053;-2.243581291811277;-14.415185566926617
3.494575262069702;-1.1568859699108025;-0.729291570662073;-2.362254063822948;-11.7242430928103
3.5105762481689453;-1.2466077910824718;-1.031671900469421;-5.6072682405438155;-18.897605930777633
3.526576042175293;-1.2971008235823147;-1.1476444367575147;-3.155855161623372;-7.248376837982006
3.5425755977630615;-1.337938912080785;-1.2628988372638865;-2.552451427444049;-7.203600117148395
3.5575761795043945;-1.4100172726005247;-1.4824038497297962;-4.80503768204756;-14.633099985787862
3.5735745429992676;-1.4368887372610935;-1.593187625449508;-1.679638337332453;-6.924694251084772
3.5895750522613525;-1.4544977182847347;-1.7078724821079085;-1.1005262854581621;-7.167575405250341
3.6055757999420166;-1.4633236144399349;-1.9682044293644927;-0.5515927337486668;-16.26998640639647
3.620575428009033;-1.458909021892776;-2.1127597297676792;0.2943134674696549;-9.63725898784491
3.63657546043396;-1.440833606105213;-2.269707670251007;1.1297111972975176;-9.809226401242514
3.6535751819610596;-1.4138344985602909;-2.438526258469522;1.5882088128256828;-9.93066786119984
3.6695752143859863;-1.332681192028143;-2.820791647872008;5.072071379412808;-23.89153842006889
3.684575080871582;-1.277681582044292;-3.0331752368868194;3.666673302503516;-14.159031963301972
3.700575590133667;-1.204597905240488;3.022187136468704;4.567584419139961;-14.238480169122846
3.7165751457214355;-1.0080572435187536;2.517446714321877;12.284132558781018;-31.547152630457717
3.7325751781463623;-0.8863789346747133;2.2247866985302025;7.604878891024954;-18.29121391877517
3.747574806213379;-0.7420827389359121;1.8987830279005355;9.619984915232727;-21.73411695097507
3.763575792312622;-0.5751008238401532;1.518390549807349;10.435726527108047;-23.773064718253753
3.779574394226074;-0.10110543019596607;0.40455405542721173;29.627300948443267;-69.6208643983814
3.795576810836792;0.23285741471411195;-0.3972627053121173;20.869525711910484;-50.10597963074555
3.811575412750244;0.4992582945050522;-1.025923064063879;16.65151000269228;-39.2947060094772
3.8275771141052246;0.8606239933171562;-1.8664115188237682;22.582954824339996;-52.52494319913616
3.843576192855835;0.9954562971226836;-2.188697775890321;8.42750422741582;-20.144050922573154
3.8595755100250244;1.1066298774489225;-2.4795028804299983;6.948645317209567;-18.17609473357354
3.874577522277832;1.2695964193666591;-2.9926035193113094;10.862978857202142;-34.20212103781508
3.890575647354126;1.3164402744368269;3.0637774658806003;2.928084062774398;-14.17693141577922
3.9065752029418945;1.352366298843593;2.8563919943420073;2.245438894204726;-12.961951999287805
3.922574758529663;;;;
3.9385757446289062;1.3992798269860476;2.318714511435758;;
3.953575849533081;1.3992798269860476;2.1684779989128904;0.0;-10.015697455626071
3.9695754051208496;1.3948761709010322;2.028983875526027;-0.2752361502079406;-8.71862487815004
3.985574722290039;1.3578224128083731;1.7671940230284915;-2.3159587187892647;-16.36256408502702
4.002574682235718;1.3306134414627253;1.6472974231512847;-1.6005314972853317;-7.052757786507833
4.0185747146606445;1.2966288756752378;1.5226943831727453;-2.124031057246005;-7.787674216485832
4.033576250076294;1.2212687773766007;1.2641286407655463;-5.02349234332523;-17.2359518704643
4.049575328826904;1.1829469574967304;1.1177490274498978;-2.3952516564998043;-9.149252628690528
4.065575838088989;1.148818580480979;0.9478774747629943;-2.132955673893614;-10.616634127354532
4.080575466156006;1.118760753654983;0.7523353854436141;-2.0039048096193453;-13.036462533985564
4.097576141357422;1.0987349336311785;0.23466125990898795;-1.1779426279573069;-30.45020973587615
4.112576246261597;1.0926477378432176;-0.058134825878871116;-0.40581021445168225;-19.51960254000414
4.128575086593628;1.068755337008764;-0.32357126982489526;-1.4933832914513634;-16.590980248399276
4.145574569702148;0.9111377110688255;-0.6604186234081828;-9.27190697115591;-19.815152698051882
4.160577058792114;0.7687660453706667;-0.7051028692987531;-9.489869637257845;-2.9784554831275734
4.1765758991241455;0.5971060453507255;-0.68210663458923;-10.729527669343696;1.437368848758515
4.192575216293335;0.15639088348141397;-0.37152660349393946;-27.545873190014323;19.412080391367414
4.207575798034668;-0.10110543019596607;-0.09974848245317418;-17.16575517653877;18.117838743006914
4.2235753536224365;-0.36272364317272593;0.18941210612735357;-16.3515924890291;18.073038778751275
4.240577220916748;-0.8172462832263551;0.5977125480831095;-26.733689434554233;24.01503522453471
4.256574392318726;-1.0019724854058472;0.6850765802688308;-11.547429075908795;5.461217485918888
4.272574424743652;-1.1527872303367217;0.7047347381244541;-9.425902456042362;1.228632376081781
4.287574768066406;-1.2648539411470607;0.6444910849579331;-7.470943057706279;-4.01615162201907
4.305574655532837;-1.3968843060759109;0.37625328454784124;-7.335066131667957;-14.902193189282352
4.321575164794922;-1.4149713962984705;0.1632745906241654;-1.1304071593158;-13.310744704129714
4.337575197219849;-1.3925176918549866;-0.3284610133056121;1.4033536837402134;-30.733412962569577
4.353575229644775;-1.3656688286574628;-0.5806003607134086;1.6780505491786084;-15.758677277114998
4.368574857711792;-1.343160643545991;-0.8041231939973851;1.5005828818493174;-14.901891719268127
4.3855743408203125;-1.324963810925796;-1.0035879526238245;1.070434465802932;-11.73357785957994
4.401574373245239;-1.274574169633292;-1.3875619154161218;3.1493461984490114;-23.998324040524874
4.417575836181641;-1.2466077910824718;-1.5678720164970017;1.747738857501591;-11.268351012500018
4.433574676513672;-1.2087809951995092;-1.7508501558214407;2.3643461087132422;-11.436962650230264
4.44957423210144;-1.119089265088463;-2.1181263322175052;5.605888839788424;-22.955398628499548
4.464575529098511;-1.0597065985849734;-2.312014470596392;3.958502155852706;-12.924758333679572
4.4805748462677;-0.9920800129069547;-2.502376291152479;4.2268419934976995;-11.898121560004729
4.496575832366943;-0.8847934451778148;-2.716055713580523;6.7049972460268865;-13.35414086998994
4.51257586479187;-0.6949450841006232;-3.125701546698342;11.865498521204444;-25.602812684280806
4.527576208114624;-0.571443166903649;2.9332019529402302;8.233272701807765;-14.951778283687858
4.54357647895813;-0.44590554894607054;2.694073388671498;7.845968308000944;-14.94528227725526
4.560576915740967;-0.17757196142866324;2.145747303037546;15.783923139451813;-32.25364692909093
4.578575372695923;-0.038925437133101724;1.8260037067952235;7.703245041646962;-17.76505602911019
4.594583988189697;0.30167671986914113;1.002264714405751;21.27617826380423;-51.45597960734431
4.6115758419036865;0.5330156072086468;0.4164278872324736;13.614693913533769;-34.47751122592132
4.627577543258667;0.8161954537086495;-0.3106494646943416;17.69685861634107;-45.437502912808405
4.643576622009277;1.1929586857019643;-1.3399881580674797;23.54905790928378;-64.33737275865772
4.659575462341309;1.2966288756752378;-1.6970756294218616;6.479856528458227;-22.319584666362207
4.674575567245483;1.347995963826269;-1.9992378021009802;3.4244485941384917;-20.144003965933685
4.690574884414673;1.3578224128083731;-2.276089775044956;0.6141792726646642;-17.30398678995633
4.706575870513916;1.2296476215479168;-2.737102109020765;-8.010430761296572;-28.811495186388203
4.722575902938843;1.100530662301039;-2.9287281478364133;-8.06979359902572;-11.976603154698013
4.738575220108032;0.9468518675147636;-3.10146056061815;-9.605334600292876;-10.796236549043146
4.754575729370117;0.5957474591171515;2.8700337301850665;-21.943327093319095;-19.480068494754587
4.769575595855713;0.4272497705823356;2.7198653244214266;-11.233279222626644;-10.011316161236891
4.7845752239227295;0.2704615659141825;2.55604731588767;-10.452806160768889;-10.921471372612473
4.800574779510498;0.13485338342333394;2.36866232268918;-8.475746826025544;-11.711887381531
4.816574573516846;-0.030070886966241942;1.8994567907422828;-10.307899609466526;-29.32572330373425
4.833575487136841;-0.04776954615823988;1.5969211946030104;-1.0410416515017282;-17.795255178724876
4.849575042724609;-0.012335960480569376;1.2218866034412295;2.2146606187461235;-23.440313020224753
4.865575075149536;0.2521059099415578;0.10016920750031996;16.52758340727786;-70.10719517001506
4.881574630737305;0.4337000135655732;-0.5704585803211785;11.349946729948028;-41.9154009711485
4.897576332092285;0.535174318924831;-1.0680411249775115;6.3414697667554165;-31.095602499884322
4.913574695587158;0.5312690227668205;-1.7343899987332299;-0.24410597741837883;-41.651064746044895
4.928576231002808;0.4454143627263948;-1.9619076145039689;-5.723058184488452;-15.166288614257144
4.94457483291626;0.31268661202592685;-2.139634321386427;-8.296209344946954;-11.108889879497502
4.960580825805664;-0.04366473814256338;-2.331874358721759;-22.263620422097585;-12.010503732173458
4.976575613021851;-0.24093670387615612;-2.365914718678576;-12.333516105419395;-2.128215867877783
4.992574453353882;-0.4320366492190485;-2.3545917503245155;-11.944612320449972;0.7077368183611803
